GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
684,1.61E-34,5.99E-37,0.165,-12.6990095,-2.0950948,170.43,BST2,bone marrow stromal cell antigen 2
3669,1.69E-34,6.37E-37,0.1588,-12.6941296,-2.015328,172.22,ISG20,interferon stimulated exonuclease gene 20
4599,1.02E-33,3.93E-36,0.236,-12.5509659,-2.9617402,695.56,MX1,MX dynamin like GTPase 1
3428,3.88E-33,1.52E-35,0.0494,-12.4434747,-0.6148381,2333.93,IFI16,interferon gamma inducible protein 16
7086,6.79E-33,2.70E-35,0.0282,-12.3973712,-0.3490504,18006.8,TKT,transketolase
7127,8.50E-33,3.49E-35,0.0285,-12.3767634,-0.3521667,9675.23,TNFAIP2,TNF alpha induced protein 2
80830,8.50E-33,3.44E-35,0.0849,-12.3779235,-1.0505589,4518.15,APOL6,apolipoprotein L6
144100,3.76E-32,1.57E-34,0.0659,-12.2556566,-0.8076624,926.38,PLEKHA7,pleckstrin homology domain containing A7
2729,4.50E-32,1.91E-34,0.0393,-12.2396602,-0.4804516,3115.09,GCLC,glutamate-cysteine ligase catalytic subunit
4131,8.22E-31,3.54E-33,0.0887,12.0003762,1.0648735,522.73,MAP1B,microtubule associated protein 1B
101927751,1.18E-30,5.17E-33,0.0276,11.9689178,0.3307536,16159.32,ALDH1A3-AS1,ALDH1A3 antisense RNA 1
9334,4.54E-30,2.01E-32,0.0423,-11.8556734,-0.5014888,3758.36,B4GALT5,"beta-1,4-galactosyltransferase 5"
64135,6.75E-30,3.04E-32,0.0931,-11.8210857,-1.1000369,650.47,IFIH1,interferon induced with helicase C domain 1
10468,2.27E-29,1.03E-31,0.0831,11.7177443,0.9743299,594.3,FST,follistatin
126917,3.01E-29,1.39E-31,0.0414,-11.6925318,-0.4835349,3707.05,IFFO2,intermediate filament family orphan 2
7057,9.93E-29,4.66E-31,0.0404,11.5894661,0.4684769,3858.49,THBS1,thrombospondin 1
78990,3.11E-28,1.48E-30,0.0857,11.4900854,0.9842128,491.83,OTUB2,"OTU deubiquitinase, ubiquitin aldehyde binding 2"
4053,6.97E-28,3.36E-30,0.0717,11.4189662,0.8185936,841.36,LTBP2,latent transforming growth factor beta binding protein 2
94240,1.02E-27,4.97E-30,0.1749,-11.3849883,-1.9912058,163.46,EPSTI1,epithelial stromal interaction 1
23467,1.54E-27,7.62E-30,0.0557,11.347621,0.6317879,1423.58,NPTXR,neuronal pentraxin receptor
6352,1.72E-27,8.66E-30,0.3634,-11.3364839,-4.1193856,74.19,CCL5,C-C motif chemokine ligand 5
10269,3.31E-27,1.68E-29,0.0356,11.2780485,0.4019258,4584.31,ZMPSTE24,zinc metallopeptidase STE24
7453,5.18E-27,2.67E-29,0.0963,-11.2375384,-1.0825281,8998.77,WARS1,tryptophanyl-tRNA synthetase 1
3491,1.21E-26,6.29E-29,0.0391,11.1615404,0.4366801,4452.97,CCN1,cellular communication network factor 1
966,1.87E-26,9.86E-29,0.0321,11.1215436,0.3565902,7503.96,CD59,CD59 molecule (CD59 blood group)
6513,4.01E-26,2.14E-28,0.0361,-11.052123,-0.3991548,3937.52,SLC2A1,solute carrier family 2 member 1
11118,4.27E-26,2.31E-28,0.0735,-11.0452206,-0.8122196,733.01,BTN3A2,butyrophilin subfamily 3 member A2
5359,4.48E-26,2.45E-28,0.0598,-11.0399294,-0.6602628,2275.16,PLSCR1,phospholipid scramblase 1
4192,4.77E-26,2.64E-28,0.051,-11.0332309,-0.5630134,1716.21,MDK,midkine
4939,1.17E-25,6.58E-28,0.3156,-10.9509392,-3.4561005,541.44,OAS2,2'-5'-oligoadenylate synthetase 2
51702,1.30E-25,7.38E-28,0.0482,10.9405067,0.5275119,1913.54,PADI3,peptidyl arginine deiminase 3
894,1.44E-25,8.24E-28,0.0568,-10.9304511,-0.621264,1413.51,CCND2,cyclin D2
51676,2.62E-25,1.52E-27,0.1956,10.8748644,2.1267029,114.97,ASB2,ankyrin repeat and SOCS box containing 2
3106,6.91E-25,4.05E-27,0.1136,-10.7849428,-1.2256223,1432.69,HLA-B,"major histocompatibility complex, class I, B"
8743,9.51E-25,5.70E-27,0.0952,-10.7535494,-1.0238041,671.08,TNFSF10,TNF superfamily member 10
83999,9.51E-25,5.66E-27,0.0537,-10.7542171,-0.5777288,2432.46,KREMEN1,kringle containing transmembrane protein 1
441733,9.81E-25,5.94E-27,0.0637,10.7497228,0.6851581,983.56,PRKXP1,PRKX pseudogene 1
51809,1.01E-24,6.17E-27,0.044,-10.7462425,-0.4731365,2561.42,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7
6772,2.00E-24,1.24E-26,0.0441,-10.6816341,-0.4713966,6956.24,STAT1,signal transducer and activator of transcription 1
5366,1.01E-23,6.33E-26,0.1177,-10.5292698,-1.239774,399.26,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1
23670,1.31E-23,8.31E-26,0.0722,10.5036538,0.7586869,697.27,CEMIP2,cell migration inducing hyaluronidase 2
64129,3.78E-23,2.41E-25,0.0398,-10.4025688,-0.413682,6848.15,TINAGL1,tubulointerstitial nephritis antigen like 1
5920,3.84E-23,2.50E-25,0.235,-10.3991102,-2.443718,91.75,PLAAT4,phospholipase A and acyltransferase 4
1009,3.84E-23,2.49E-25,0.1537,10.399561,1.5982342,182.69,CDH11,cadherin 11
1515,4.38E-23,2.88E-25,0.0498,10.3856196,0.5176095,2056.54,CTSV,cathepsin V
3659,5.14E-23,3.43E-25,0.0614,-10.3690583,-0.6364993,1390.89,IRF1,interferon regulatory factor 1
2617,5.14E-23,3.45E-25,0.0377,-10.3685278,-0.3905341,4402.81,GARS1,glycyl-tRNA synthetase 1
338442,8.11E-23,5.50E-25,0.1032,-10.3238547,-1.0651709,584.15,HCAR2,hydroxycarboxylic acid receptor 2
2810,1.10E-22,7.55E-25,0.0359,-10.2933637,-0.3693734,17030.16,SFN,stratifin
219285,1.30E-22,8.95E-25,0.0959,-10.2769523,-0.9854875,565.75,SAMD9L,sterile alpha motif domain containing 9 like
91543,1.34E-22,9.34E-25,0.7407,-10.2728973,-7.6087942,137.52,RSAD2,radical S-adenosyl methionine domain containing 2
7851,1.57E-22,1.11E-24,0.1098,10.2565382,1.1256782,309.94,MALL,"mal, T cell differentiation protein like"
4061,1.69E-22,1.20E-24,0.0571,-10.2483991,-0.5853471,1955.61,LY6E,lymphocyte antigen 6 family member E
64645,1.77E-22,1.28E-24,0.0434,-10.2427224,-0.4443431,4910.79,MFSD14A,major facilitator superfamily domain containing 14A
11119,1.77E-22,1.28E-24,0.1004,-10.2426007,-1.0281436,368.65,BTN3A1,butyrophilin subfamily 3 member A1
113218482,2.20E-22,1.61E-24,0.0488,10.2202355,0.4984912,3302.08,MIR9898,microRNA 9898
1266,5.42E-22,3.99E-24,0.0306,10.1318612,0.3099856,7312.69,CNN3,calponin 3
55107,9.49E-22,7.05E-24,0.053,10.0760295,0.5339071,1625.07,ANO1,anoctamin 1
54809,2.12E-21,1.59E-23,0.1038,-9.9959016,-1.0374108,9019.23,SAMD9,sterile alpha motif domain containing 9
8609,2.73E-21,2.07E-23,0.0487,-9.9698582,-0.4855862,1856.16,KLF7,KLF transcription factor 7
51704,3.98E-21,3.03E-23,0.0858,9.9315827,0.8525144,533.22,GPRC5B,G protein-coupled receptor class C group 5 member B
9787,6.46E-21,4.97E-23,0.0388,-9.882278,-0.3838571,6132.97,DLGAP5,DLG associated protein 5
6891,7.24E-21,5.62E-23,0.0401,-9.8699587,-0.395337,3360.83,TAP2,"transporter 2, ATP binding cassette subfamily B member"
5865,7.26E-21,5.68E-23,0.0961,9.8688554,0.9487707,444.35,RAB3B,"RAB3B, member RAS oncogene family"
1847,7.87E-21,6.21E-23,0.0705,9.8599978,0.6948073,953.82,DUSP5,dual specificity phosphatase 5
2196,8.67E-21,6.90E-23,0.0341,-9.8493752,-0.3361152,10163.47,FAT2,FAT atypical cadherin 2
5083,9.86E-21,7.91E-23,0.0422,-9.8356427,-0.4150858,2946.07,PAX9,paired box 9
64167,1.31E-20,1.06E-22,0.0383,-9.8058512,-0.3753443,4714.66,ERAP2,endoplasmic reticulum aminopeptidase 2
1509,1.95E-20,1.59E-22,0.0288,-9.7649663,-0.2814364,12398.92,CTSD,cathepsin D
3575,2.25E-20,1.85E-22,0.0575,-9.7498448,-0.5610957,1617.81,IL7R,interleukin 7 receptor
7286,2.29E-20,1.90E-22,0.0736,9.747037,0.7177829,673.61,TUFT1,tuftelin 1
5655,2.42E-20,2.02E-22,0.0512,-9.7409649,-0.4990067,2308.67,KLK10,kallikrein related peptidase 10
3866,4.89E-20,4.11E-22,0.045,9.6683577,0.4350368,4684.42,KRT15,keratin 15
2131,6.14E-20,5.20E-22,0.0386,-9.6441663,-0.372264,4076.81,EXT1,exostosin glycosyltransferase 1
8542,6.25E-20,5.34E-22,0.1353,-9.6415884,-1.3042304,1021.98,APOL1,apolipoprotein L1
3107,1.16E-19,9.96E-22,0.0355,-9.5773424,-0.3403018,10101.42,HLA-C,"major histocompatibility complex, class I, C"
203068,1.92E-19,1.67E-21,0.0281,-9.5238575,-0.2673944,37979.84,TUBB,tubulin beta class I
7850,1.98E-19,1.73E-21,0.3414,9.520034,3.2498652,49.3,IL1R2,interleukin 1 receptor type 2
8971,3.08E-19,2.71E-21,0.0474,-9.4732308,-0.4488422,4086.85,H1-10,H1.10 linker histone
6281,3.14E-19,2.78E-21,0.0377,9.4706991,0.35712,13239.25,S100A10,S100 calcium binding protein A10
64759,3.39E-19,3.03E-21,0.0428,-9.4618133,-0.4053662,3690.1,TNS3,tensin 3
1591,3.86E-19,3.48E-21,0.0825,9.4473053,0.7797257,626.63,CYP24A1,cytochrome P450 family 24 subfamily A member 1
115361,3.96E-19,3.59E-21,0.3499,-9.443886,-3.304642,261.81,GBP4,guanylate binding protein 4
5610,5.10E-19,4.65E-21,0.0393,-9.4167652,-0.3700904,5184.11,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2
8140,6.55E-19,6.02E-21,0.0328,-9.3896817,-0.3080517,66089.64,SLC7A5,solute carrier family 7 member 5
2150,6.57E-19,6.09E-21,0.0453,9.3885142,0.4251476,2331.83,F2RL1,F2R like trypsin receptor 1
6520,8.22E-19,7.67E-21,0.0318,-9.3641656,-0.2982377,17298.5,SLC3A2,solute carrier family 3 member 2
8420,1.23E-18,1.17E-20,0.0613,-9.3196988,-0.5712461,1107.59,SNHG3,small nucleolar RNA host gene 3
7812,1.23E-18,1.17E-20,0.0277,9.3197449,0.2577636,69578.89,CSDE1,cold shock domain containing E1
6892,1.37E-18,1.30E-20,0.0317,-9.3078349,-0.2951265,7380.98,TAPBP,TAP binding protein
5867,1.92E-18,1.84E-20,0.0535,9.2712349,0.4963747,1506.68,RAB4A,"RAB4A, member RAS oncogene family"
3431,2.02E-18,1.94E-20,0.0982,-9.26536,-0.9103036,570.8,SP110,SP110 nuclear body protein
5825,2.12E-18,2.06E-20,0.0329,9.2592827,0.3050749,5144.86,ABCD3,ATP binding cassette subfamily D member 3
26010,3.04E-18,2.98E-20,0.0429,-9.2197955,-0.3959874,2824.05,SPATS2L,spermatogenesis associated serine rich 2 like
114794,4.38E-18,4.31E-20,0.0771,9.1799817,0.7073445,770.02,ELFN2,extracellular leucine rich repeat and fibronectin type III domain containing 2
158219,6.43E-18,6.37E-20,0.0533,-9.1377829,-0.4869568,1619.88,TTC39B,tetratricopeptide repeat domain 39B
57181,7.43E-18,7.41E-20,0.0594,-9.1214606,-0.5419347,1569.36,SLC39A10,solute carrier family 39 member 10
91683,7.55E-18,7.58E-20,0.0356,-9.1190697,-0.3247418,4543.03,SYT12,synaptotagmin 12
5046,9.13E-18,9.22E-20,0.0476,9.0977364,0.4327792,2694.76,PCSK6,proprotein convertase subtilisin/kexin type 6
5698,9.38E-18,9.54E-20,0.1121,-9.0940838,-1.0192553,301.03,PSMB9,proteasome 20S subunit beta 9
5430,1.14E-17,1.17E-19,0.0293,9.0723047,0.2654604,12167.17,POLR2A,RNA polymerase II subunit A
7424,1.36E-17,1.40E-19,0.1747,-9.0524568,-1.5811867,130.53,VEGFC,vascular endothelial growth factor C
51307,1.37E-17,1.42E-19,0.0419,9.0509585,0.3788188,2758.07,FAM53C,family with sequence similarity 53 member C
6672,1.46E-17,1.52E-19,0.0617,-9.0434628,-0.5584132,1359.82,SP100,SP100 nuclear antigen
4321,2.24E-17,2.35E-19,0.2075,8.9954069,1.8664885,91.1,MMP12,matrix metallopeptidase 12
59345,2.57E-17,2.71E-19,0.0397,-8.9797117,-0.356876,3743.78,GNB4,G protein subunit beta 4
1303,2.63E-17,2.79E-19,0.0404,8.9766816,0.3625672,7002.63,COL12A1,collagen type XII alpha 1 chain
6303,4.07E-17,4.35E-19,0.052,8.9277961,0.4639939,2132.89,SAT1,spermidine/spermine N1-acetyltransferase 1
586,4.35E-17,4.68E-19,0.0419,-8.9195898,-0.373737,4793.6,BCAT1,branched chain amino acid transaminase 1
5265,5.05E-17,5.47E-19,0.0552,8.9023731,0.4913272,1354.29,SERPINA1,serpin family A member 1
10964,7.11E-17,7.74E-19,0.4462,-8.8637268,-3.9549248,288.45,IFI44L,interferon induced protein 44 like
162073,7.29E-17,7.99E-19,0.0428,-8.8602159,-0.3788387,6262.63,ITPRIPL2,ITPRIP like 2
10346,7.33E-17,8.08E-19,0.1152,-8.8589621,-1.0203957,424.59,TRIM22,tripartite motif containing 22
9043,7.56E-17,8.38E-19,0.0354,-8.8548565,-0.3132277,8707.94,SPAG9,sperm associated antigen 9
25939,8.07E-17,9.00E-19,0.0595,-8.846895,-0.5264599,1921.18,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
6574,8.31E-17,9.31E-19,0.0365,8.8430748,0.3225829,3998.17,SLC20A1,solute carrier family 20 member 1
334,8.83E-17,9.97E-19,0.0257,8.8354161,0.2272035,28706.53,APLP2,amyloid beta precursor like protein 2
57214,8.83E-17,1.00E-18,0.1181,8.8349333,1.0434582,313.28,CEMIP,cell migration inducing hyaluronidase 1
5818,9.16E-17,1.05E-18,0.0319,-8.8301368,-0.2819061,5964.92,NECTIN1,nectin cell adhesion molecule 1
84627,1.23E-16,1.41E-18,0.0559,-8.7965472,-0.4914055,1311,ZNF469,zinc finger protein 469
9982,1.31E-16,1.51E-18,0.0455,-8.7889889,-0.3999799,4282.98,FGFBP1,fibroblast growth factor binding protein 1
80833,1.47E-16,1.70E-18,0.1205,-8.7755479,-1.0573881,381.48,APOL3,apolipoprotein L3
152926,1.68E-16,1.96E-18,0.1821,-8.7596869,-1.594772,163.81,PPM1K,"protein phosphatase, Mg2+/Mn2+ dependent 1K"
23336,1.68E-16,1.97E-18,0.0614,8.758897,0.5379688,1007.42,SYNM,synemin
6510,1.79E-16,2.12E-18,0.0417,-8.7509052,-0.3652218,3442.8,SLC1A5,solute carrier family 1 member 5
224,3.02E-16,3.59E-18,0.0333,-8.6910727,-0.2897016,5240.06,ALDH3A2,aldehyde dehydrogenase 3 family member A2
5275,3.02E-16,3.60E-18,0.0605,-8.6907392,-0.5254357,1162.84,SERPINB13,serpin family B member 13
7328,3.10E-16,3.72E-18,0.0341,-8.687054,-0.296433,5990,UBE2H,ubiquitin conjugating enzyme E2 H
5696,3.60E-16,4.35E-18,0.0684,-8.6693521,-0.592943,899.44,PSMB8,proteasome 20S subunit beta 8
51274,4.23E-16,5.13E-18,0.042,-8.6503849,-0.3632617,3188.63,KLF3,KLF transcription factor 3
56479,4.33E-16,5.28E-18,0.0625,-8.6472442,-0.5407752,1284.7,KCNQ5,potassium voltage-gated channel subfamily Q member 5
1003,4.35E-16,5.33E-18,0.0996,8.646131,0.8613338,524.68,CDH5,cadherin 5
9881,5.54E-16,6.83E-18,0.1173,-8.6177354,-1.0110682,369.08,TRANK1,tetratricopeptide repeat and ankyrin repeat containing 1
857,6.07E-16,7.52E-18,0.0244,-8.6067013,-0.2097929,34478.64,CAV1,caveolin 1
1258,6.18E-16,7.70E-18,0.1658,8.6040193,1.4268058,129.2,CNGB1,cyclic nucleotide gated channel subunit beta 1
56938,6.89E-16,8.62E-18,0.0448,-8.5910578,-0.3845785,4233.75,BMAL2,basic helix-loop-helix ARNT like 2
4938,7.80E-16,9.81E-18,0.2784,-8.5761768,-2.3874025,449.66,OAS1,2'-5'-oligoadenylate synthetase 1
619279,9.47E-16,1.20E-17,0.1012,-8.5531635,-0.8656974,430.79,ZNF704,zinc finger protein 704
441478,1.07E-15,1.36E-17,0.0398,-8.5381034,-0.340023,3989.95,NRARP,NOTCH regulated ankyrin repeat protein
858,1.10E-15,1.40E-17,0.0368,-8.5349214,-0.3137273,11448.29,CAV2,caveolin 2
414236,1.45E-15,1.86E-17,0.0523,8.5024336,0.4450381,1760.23,C10orf55,chromosome 10 putative open reading frame 55
24138,1.51E-15,1.95E-17,0.0782,-8.4967828,-0.6643585,588.77,IFIT5,interferon induced protein with tetratricopeptide repeats 5
25777,1.51E-15,1.96E-17,0.033,-8.4962438,-0.2805978,6282.16,SUN2,Sad1 and UNC84 domain containing 2
144501,1.98E-15,2.58E-17,0.0454,8.4641988,0.3844346,4653.42,KRT80,keratin 80
9124,2.18E-15,2.86E-17,0.0408,-8.452188,-0.3451025,2843.16,PDLIM1,PDZ and LIM domain 1
6256,3.20E-15,4.21E-17,0.035,-8.4067985,-0.2946318,7938.6,RXRA,retinoid X receptor alpha
2908,3.42E-15,4.52E-17,0.0417,-8.3984298,-0.3499193,5453.79,NR3C1,nuclear receptor subfamily 3 group C member 1
55893,4.43E-15,5.89E-17,0.0533,-8.367334,-0.4460571,1393.66,ZNF395,zinc finger protein 395
5064,6.43E-15,8.60E-17,0.094,-8.3226895,-0.7821323,420.52,PALM,paralemmin
9781,7.54E-15,1.01E-16,0.3535,-8.3032468,-2.9348696,46.09,RNF144A,ring finger protein 144A
102723458,9.93E-15,1.34E-16,0.2103,-8.2700004,-1.7392001,95.45,LOC102723458,uncharacterized LOC102723458
9683,1.00E-14,1.36E-16,0.0483,-8.2683309,-0.3996723,2293.21,N4BP1,NEDD4 binding protein 1
26750,1.35E-14,1.83E-16,0.0707,-8.2324278,-0.5821538,803.95,RPS6KC1,ribosomal protein S6 kinase C1
7003,1.64E-14,2.25E-16,0.0369,8.2081631,0.3032097,4612.55,TEAD1,TEA domain transcription factor 1
79132,1.64E-14,2.26E-16,0.1709,-8.2073463,-1.4029064,149.35,DHX58,DExH-box helicase 58
4609,2.11E-14,2.92E-16,0.0462,-8.1765573,-0.377889,3087.58,MYC,"MYC proto-oncogene, bHLH transcription factor"
3303,2.15E-14,2.99E-16,0.0335,-8.1737817,-0.2741684,15405.31,HSPA1A,heat shock protein family A (Hsp70) member 1A
22809,2.38E-14,3.32E-16,0.0508,8.1611896,0.4142553,1894.94,ATF5,activating transcription factor 5
81606,2.96E-14,4.15E-16,0.1056,8.1339583,0.8590169,323.28,LBH,LBH regulator of WNT signaling pathway
170691,3.74E-14,5.27E-16,0.1356,8.1051058,1.0988755,199.78,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17
8870,4.57E-14,6.47E-16,0.0742,8.0801827,0.5992569,716.56,IER3,immediate early response 3
5796,4.64E-14,6.59E-16,0.0387,-8.0778742,-0.312879,4296.1,PTPRK,protein tyrosine phosphatase receptor type K
5912,4.68E-14,6.68E-16,0.0401,-8.0761543,-0.3234853,3740.55,RAP2B,"RAP2B, member of RAS oncogene family"
3304,5.08E-14,7.28E-16,0.0343,-8.0657107,-0.2770428,17808.06,HSPA1B,heat shock protein family A (Hsp70) member 1B
57007,7.03E-14,1.01E-15,0.135,-8.025369,-1.0833091,217.35,ACKR3,atypical chemokine receptor 3
9066,7.04E-14,1.02E-15,0.0532,8.0245973,0.4267582,1854.55,SYT7,synaptotagmin 7
5831,7.32E-14,1.06E-15,0.0551,-8.0191809,-0.441589,3085.97,PYCR1,pyrroline-5-carboxylate reductase 1
51246,9.87E-14,1.44E-15,0.0461,-7.9819375,-0.3682289,2088.9,SHISA5,shisa family member 5
5916,1.01E-13,1.48E-15,0.0368,-7.9783596,-0.2934761,4195.97,RARG,retinoic acid receptor gamma
100133941,1.02E-13,1.51E-15,0.1471,7.9763374,1.1731249,165.5,CD24,CD24 molecule
54739,1.04E-13,1.55E-15,0.3986,-7.9731928,-3.178431,111.56,XAF1,XIAP associated factor 1
8828,1.06E-13,1.57E-15,0.086,-7.9712565,-0.6852613,557.13,NRP2,neuropilin 2
22943,1.41E-13,2.11E-15,0.0433,7.9349394,0.3436994,2401.69,DKK1,dickkopf WNT signaling pathway inhibitor 1
6890,1.41E-13,2.12E-15,0.0743,-7.9343257,-0.5895424,1050.02,TAP1,"transporter 1, ATP binding cassette subfamily B member"
5349,1.65E-13,2.48E-15,0.0454,-7.9145392,-0.3596278,3190.12,FXYD3,FXYD domain containing ion transport regulator 3
3665,1.67E-13,2.52E-15,0.1149,-7.9127305,-0.9091087,326.51,IRF7,interferon regulatory factor 7
